total_n,age_mean,age_sd,age_median,age_q1,age_q3,bmi_mean,bmi_sd,bmi_median,bmi_q1,bmi_q3,female_n,female_pct,ever_smoker_n,ever_smoker_pct,hypertension_n,hypertension_pct
5176,49.75,18.52,51,33.75,64,29.67,7.38,28.4,24.6,33.5,2664,51.47,0,0,1209,23.36
