n,age_min,age_q1,age_median,age_mean,age_q3,age_max,bmi_min,bmi_q1,bmi_median,bmi_mean,bmi_q3,bmi_max
5176,18,33.75,51,49.74632921174652,64,80,14.8,24.6,28.4,29.67057573415765,33.5,84.4
